# Wavelength[cm^-1]  Transmittance
457	0.8827
458	0.8816
459	0.8828
460	0.8795000000000001
461	0.8783000000000001
462	0.8767000000000001
463	0.8751000000000001
464	0.8736000000000002
465	0.8718000000000001
466	0.8697000000000001
467	0.8676000000000001
468	0.8655
469	0.8634000000000001
470	0.8608000000000001
471	0.8577000000000001
472	0.8545
473	0.8514
474	0.8482000000000001
475	0.8451000000000001
476	0.8419000000000001
477	0.8384
478	0.8345
479	0.8306000000000001
480	0.8266000000000001
481	0.8227000000000001
482	0.8188000000000001
483	0.8148000000000001
484	0.8109000000000001
485	0.8067000000000001
486	0.8025
487	0.7982999999999999
488	0.7940999999999999
489	0.7898999999999999
490	0.7857
491	0.7814999999999999
492	0.7775
493	0.7737
494	0.7698
495	0.766
496	0.7622
497	0.7583
498	0.7545
499	0.7507
500	0.7469
501	0.7424
502	0.7377
503	0.733
504	0.7282
505	0.7234999999999999
506	0.7188
507	0.7142999999999999
508	0.7098
509	0.7053999999999999
510	0.7009
511	0.6969
512	0.6929
513	0.6889
514	0.6854999999999999
515	0.6823999999999999
516	0.6791999999999999
517	0.6759999999999999
518	0.6717
519	0.6671999999999999
520	0.659
521	0.6444
522	0.6333
523	0.6247
524	0.5894999999999999
525	0.5537000000000001
526	0.5257000000000001
527	0.5393
528	0.5607000000000001
529	0.5292
530	0.45130000000000003
531	0.4506
532	0.4514
533	0.6812999999999999
534	0.6824999999999999
535	0.6823999999999999
536	0.6832999999999999
537	0.6808
538	0.6792999999999999
539	0.6768
540	0.6740999999999999
541	0.6714999999999999
542	0.6691999999999999
543	0.6677
544	0.6650999999999999
545	0.6673999999999999
546	0.6684999999999999
547	0.6698999999999999
548	0.6744999999999999
549	0.6819999999999999
550	0.6893999999999999
551	0.6968
552	0.7042999999999999
553	0.7117
554	0.7191
555	0.7266
556	0.734
557	0.7414
558	0.7489
559	0.7563
560	0.7636000000000001
561	0.7718
562	0.7823999999999999
563	0.7902999999999999
564	0.7960999999999999
565	0.8019000000000001
566	0.8077000000000001
567	0.8140000000000001
568	0.8203
569	0.8266000000000001
570	0.8329000000000001
571	0.8392000000000001
572	0.8455
573	0.8518000000000001
574	0.8572000000000001
575	0.8609000000000001
576	0.8646000000000001
577	0.8683000000000001
578	0.8720000000000001
579	0.8757000000000001
580	0.8795000000000001
581	0.8832
582	0.887
583	0.8907
584	0.8936000000000001
585	0.8962
586	0.8988
587	0.9014
588	0.904
589	0.9065
590	0.9083
591	0.91
592	0.9118
593	0.9135
594	0.9152
595	0.9163
596	0.9174
597	0.9185
598	0.9195
599	0.92
600	0.9205
601	0.921
602	0.9215
603	0.922
604	0.9225
605	0.9233
606	0.9241
607	0.9249
608	0.9257000000000001
609	0.9264
610	0.9268000000000001
611	0.9272
612	0.9276000000000001
613	0.9279000000000001
614	0.9283
615	0.9287000000000001
616	0.9291
617	0.9295
618	0.9298000000000001
619	0.9302
620	0.9303
621	0.9304
622	0.9305
623	0.9306000000000001
624	0.9304
625	0.9301
626	0.9299000000000001
627	0.9296000000000001
628	0.9294
629	0.9291
630	0.9289000000000001
631	0.9287000000000001
632	0.9284
633	0.9281
634	0.9278000000000001
635	0.9275
636	0.9271
637	0.9268000000000001
638	0.9265
639	0.9261
640	0.9258000000000001
641	0.9254
642	0.9244
643	0.9235
644	0.9226000000000001
645	0.9216000000000001
646	0.9207000000000001
647	0.9198000000000001
648	0.9188000000000001
649	0.9177000000000001
650	0.9161
651	0.9146000000000001
652	0.9136000000000001
653	0.9127000000000001
654	0.9118
655	0.9109
656	0.9111
657	0.9114
658	0.9116000000000001
659	0.9119
660	0.9121
661	0.9122
662	0.9123
663	0.9123
664	0.9121
665	0.9118
666	0.9108
667	0.9091
668	0.9074
669	0.8711000000000001
670	0.8337000000000001
671	0.8144
672	0.8346000000000001
673	0.8658000000000001
674	0.8971
675	0.9065
676	0.9077000000000001
677	0.9089
678	0.9095
679	0.91
680	0.9104
681	0.9103
682	0.9101
683	0.91
684	0.9099
685	0.9098
686	0.9097000000000001
687	0.9095
688	0.9091
689	0.909
690	0.9093
691	0.9095
692	0.9098
693	0.91
694	0.9103
695	0.9107000000000001
696	0.9112
697	0.9117000000000001
698	0.9122
699	0.9127000000000001
700	0.9134
701	0.914
702	0.9146000000000001
703	0.9152
704	0.9159
705	0.9164
706	0.9168000000000001
707	0.9173
708	0.9177000000000001
709	0.9181
710	0.9185
711	0.9187000000000001
712	0.9189
713	0.9192
714	0.9194
715	0.9189
716	0.9196000000000001
717	0.9195
718	0.9193
719	0.9192
720	0.9191
721	0.9189
722	0.9186000000000001
723	0.918
724	0.9175
725	0.917
726	0.9165
727	0.9159
728	0.9153
729	0.9147000000000001
730	0.9141
731	0.9135
732	0.9129
733	0.9123
734	0.9117000000000001
735	0.9111
736	0.9106000000000001
737	0.9102
738	0.9097000000000001
739	0.9093
740	0.9089
741	0.9084
742	0.908
743	0.9076000000000001
744	0.9074
745	0.9073
746	0.9071
747	0.9069
748	0.9068
749	0.9066000000000001
750	0.9064
751	0.9063
752	0.9061
753	0.906
754	0.9059
755	0.9058
756	0.9057000000000001
757	0.9056000000000001
758	0.9055
759	0.9054
760	0.9054
761	0.9055
762	0.9057000000000001
763	0.9059
764	0.9061
765	0.9063
766	0.9066000000000001
767	0.9068
768	0.907
769	0.9072
770	0.9074
771	0.9075
772	0.9077000000000001
773	0.9078
774	0.908
775	0.9081
776	0.9083
777	0.9084
778	0.9086000000000001
779	0.9087000000000001
780	0.9089
781	0.909
782	0.9092
783	0.9091
784	0.909
785	0.9089
786	0.9088
787	0.9087000000000001
788	0.9086000000000001
789	0.9084
790	0.9083
791	0.9082
792	0.9081
793	0.908
794	0.9078
795	0.9074
796	0.9071
797	0.9067000000000001
798	0.9063
799	0.9059
800	0.9056000000000001
801	0.9052
802	0.9048
803	0.9044
804	0.9039
805	0.9035
806	0.903
807	0.9026000000000001
